"d4r55","RfnDt","rsqaWe","wiI7pd"
"Mariajose Perez","36 reseñas","Hace 3 meses","Hora punta 12 minutos de espera  esto es normal ❓el de Madrid no se espera más de 4 minutos a ja hora del pagar la zona de Arganda la más cara"
"Jaime Díaz Gallego","15 reseñas","Hace un año","Hoy 13/12 a las 7.15h de la mañana, mi novia ha sufrido un intento de robo en esta estación, mientras iba al trabajo. Le ha pedido ayuda a un empleado de seguridad, y no solo no ha hecho absolutamente nada, sino que encima, ha CUESTIONADO la veracidad de mi novia, lo cual, que haga eso alguien de seguridad, me parece penoso. Un empleado de seguridad, debe velar porque los ciudadanos nos sintamos seguros tanto dentro de la estación como a su salida y entrada. Me parece una absoluta vergüenza y una falta de profesionalidad que este empleado no haya llevado a cabo su función. Si este trabajador, no ha hecho su trabajo; ¿que narices pinta trabajando como empleado de seguridad? Si no tiene el coraje como para llevar a cabo su trabajo, que contraten una planta, igual mantiene un poco más el orden."
"PP61 EM","Local Guide · 294 reseñas · 75 fotos","Hace 4 meses","Cercano a Madrid, bien comunicado autobuses y metro, zonas de aparcamiento, restaurantes,"
"Adrián Zamora Fernández","4 reseñas · 1 foto","Hace un año","Bastante lento y no tiene frecuencia. El tramo de Arganda a Puerta de Arganda puede ser perfectamente una línea independiente de metro. Exijo que no haya que hacer intercambio de trenes en Puerta de Arganda y que siga sin tener que hacer transbordo."
"Dayselis Figuera","Local Guide · 42 reseñas","Hace 10 meses","Arganda es una ciudad tranquila y agradable . Sus Habitantes te reciben con cariño y amabilidad."
"Roberto O. G.","Local Guide · 100 reseñas · 125 fotos","Hace 2 meses","Buen recinto ferial para eventos."
"Yessica Hermoso Gonzalez","Local Guide · 141 reseñas · 119 fotos","Hace 3 años","Es horrible, no vengáis nunca a vivir a Arganda, el pueblo es genial y los vecinos también, se vive bien, pero la estación de metro arganda del rey es horrible, somos los últimos para todo. Estación vieja, descuidada, cada dos por tres tienen que cerrar para reformar y hacer obras, los autobuses de sustitución son horribles, poca frecuencia y muy llenos y dan mil vueltas. El tren que tiene que salir a las 6? Nunca sale a las seis, seis y diez y cuarto llega y otros diez minutos parados. No tiene el mismo horario que el resto de estaciones de metro de la Comunidad de Madrid ni de apertura ni de cierre. Y encima súper caro por ser B3. Personal antipático y borde. No ayudan en nada."
"Diego Martin","Local Guide · 33 reseñas · 42 fotos","Hace 6 años","Este mes de agosto cerrado por obras y el autobús que lo sustituye aunque es gratuito es infernal. El recorrido no tiene ningún sentido. Desde San cipriano a Arganda, casi una hora y viceversa. Cero estrellas en organización.  Si hubiese ido por la autopista y se desviarse para ir a la estación tardaría menos, evitarían lo desagradable de las rotondas y el horror de los pasos de peatones elevados. Llegó mareado y no me mareo ni en los barcos. Espero que tomen nota."
"Betty Ben","Local Guide · 127 reseñas · 119 fotos","Hace 3 años","es imposible imposible !!!  el primer metro siempre llega tarde !!!  nunca a las 6 a.m.siempre a las 6:10, 6:15 a.m. mientras que tenemos un viaje calculado en minutos si demoras un minuto impacta todo el viaje !!!  por favor !!!  es un problema de todos los días !!!  debe parar !!!Pago 82 euros por este servicio ????  qué vergüenza"
"Robert Marian","Local Guide · 88 reseñas · 179 fotos","Hace 5 años","Esto no es una reseña de la estación, es una reseña del tramo comprendido entre Puerta de Arganda hasta Arganda del rey. Llevo usando este tramo desde hace 2 años y es con diferencia el peor tramo de la red, retrasos cuando llueve, frecuencias en hora punta lamentables, averías demasiado abundantes y a todo esto se junta convoyes de 2 a 3 vagones. Es una linea que viaja bastante gente en hora punta, no entiendo porque no mejoran las condiciones. Lo mas triste es que no tiene pinta de que mejore las condiciones de próximamente, si ofrecieran un servicio en condiciones mas gente lo usaría."
"Joseluis rubio Loscos Rubio Loscos","Local Guide · 17 reseñas","Hace 2 años","Se está bien el único defecto es que no tienen aire acondicionado y en verano este sitio es un horno.Esto es en lo que tienen que mejorar.Solicitarlo al ayuntamiento si quieren conseguir salir reelegidos en las elecciones municipales.Tambien tiene más deficiencias."
